name,id,width,height,icon_width,icon_height,features,fleaMarket,flea_avg48,flea_ch48percent,prapor,therapist,fence,skier,peacekeeper,mechanic,ragman,jaeger
CQB 556,5f6372e2865db925d54f3869,1,1,,,,11000,13861,-9.81,,,3360,4116,38,4704,,
KS-23Mx3,5f647d9f8499b57dc40ddb93,1,1,,,,12000,11128,-21.58,,,880,,10,1232,,
Shrap-25,5f647f31b6238e5dd066e196,1,1,,,,420,420,-74.5,48,,38,,,53,,
KS-23M Drozd,5f6770f839a13e712a1dff54,5,1,,,,,0,0,9201,,7360,,84,10305,,11041
Veritas,5f745ee30acaeb0d490d8c5b,1,1,,,,34800,35400,-2.25,,34650,22000,26950,250,,,
Rivals,5f99418230835532b445e954,1,1,,,,0,0,0,,,8000,9800,91,,12400,
Rivals,5f994730c91ed922dd355de3,1,1,,,,0,0,0,,,8000,9800,91,,12400,
Rivals,5f9949d869e2777a0e779ba5,1,1,,,,0,0,0,,,,,,,12400,
Vector .45ACP,5fb64bc92b1b027b1f50bcf2,2,2,,,,59800,71040,4.46,15825,,12660,,144,17724,,
Glock .45,5fb651b52b1b027b1f50bcff,1,1,,,,4470,5499,-50.51,,,620,,7,868,,
G30 MagEx,5fb651dc85f90547f674b6f4,1,2,,,,44444,29999,20,,,1640,,19,2296,,
"Vector .45 5""",5fb65363d1409e5ca04b54f5,2,1,,,,5997,13636,31.93,,,3560,4361,40,4984,,
"Vector .45 6""",5fb653962b1b027b1f50bd03,2,1,,,,24420,26501,-13.64,,,4280,5243,49,5992,,
Vector .45,5fb65424956329274326f316,1,1,,,,12999,20914,-20.51,,,536,656,6,750,,
Vector cap,5fb6548dd1409e5ca04b54f9,1,1,,,,16000,14571,-10.76,,,160,196,2,224,,
Vector fold.,5fb6558ad6f0b2136f2d7eb7,2,1,,,,8888,10649,-42.42,,,2448,,28,3427,,
Vector PSA,5fb655a72b1b027b1f50bd06,1,1,,,,6000,9687,-26.96,,,600,,7,840,,
Vector NFA,5fb655b748c711690e3a8d5a,1,1,,,,8000,16999,-29.13,,,1560,,18,2184,,
Defiance RS,5fb6564947ce63734e3fa1da,1,1,,,,10000,10000,-32.57,1600,,1280,1568,15,1792,,
Defiance FS,5fb6567747ce63734e3fa1dc,1,1,,,,7500,11545,13.92,1100,,880,1078,10,1232,,
Vector Bottom,5fbb976df9986c4cff3fe5f2,1,1,,,,6499,9153,-38.25,,,440,,5,616,,
Mk.5,5fbb978207e8a97d1f0902d3,1,1,,,,2463,9254,4.99,,,880,,10,1232,,
DS150,5fbbaa86f9986c4cff3fe5f6,2,1,,,,14777,15522,-14.63,,,3160,,36,4424,,
Vector 9x19,5fbbc3324e8a554c40648348,1,1,,,,5999,15228,21.72,,,536,656,6,750,,
Vector cap,5fbbc34106bde7524f03cbe9,1,1,,,,6400,9195,34.74,,,160,196,2,224,,
"Vector 9x19 5""",5fbbc366ca32ed67276c1557,2,1,,,,10000,15505,-16.52,,,3280,4018,37,4592,,
"Vector 9x19 6""",5fbbc383d5cb881a7363194a,2,1,,,,20000,19311,-13.34,,,3880,4753,44,5432,,
MCX 171mm,5fbbfabed5cb881a7363194e,2,1,,,,18888,16757,5.93,,,6447,7897,73,9026,,
MCX 229mm,5fbbfacda56d053a3543f799,2,1,,,,22998,25660,14.97,,,7767,9514,88,10874,,
MCX block,5fbc210bf24b94483f726481,1,1,,,,29995,29995,0,,,1800,2205,20,2520,,
"MCX 8""",5fbc226eca32ed67276c155d,2,1,,,,8000,16851,57.91,,,3200,3920,36,4480,,
"MCX 12""",5fbc227aa56d053a3543f79e,3,1,,,,18775,19534,-10.28,,,4000,4900,45,5600,,
T-LOK,5fbc22ccf24b94483f726483,1,1,,,,14444,27958,24.77,,,1692,2072,19,2368,,
3-pr 762,5fbcbcf593164a5b6278efb2,1,1,,,,4000,8046,-19.51,,,736,901,8,1030,,
Micro 762,5fbcbd02900b1d5091531dd3,1,1,,,,9000,10096,-25.72,,,936,1146,11,1310,,
TPB 762,5fbcbd10ab884124df0cd563,1,1,,,,17555,19936,17.76,,,2320,2842,26,3248,,
MCX,5fbcbd6c187fea44d52eda14,1,1,,,,11944,11116,11.84,,,960,1176,11,1344,,
MCX .300 BLK,5fbcc1d9016cce60e8341ab3,1,1,,,,65000,73038,4.5,10650,,8520,,97,11928,,
MCX GEN1,5fbcc3e4d6fa9c00c571bb58,2,1,,,,18888,0,0,,,1403,1719,16,1965,,
MCX/MPX tele,5fbcc429900b1d5091531dd7,2,1,,,,14000,16251,-7.76,,,1935,,22,2709,,
MPX/MCX light,5fbcc437d724d907e2077d5c,2,1,,,,13999,16199,-17.34,,,2760,,31,3864,,
MCX,5fbcc640016cce60e8341acc,1,1,,,,18888,0,0,,,293,,3,410,,
BCP FMJ,5fbe3ffdf8b6a877a729ea82,1,1,,,,300,304,5.61,39,,31,,,44,,
SRD762-QD,5fbe760793164a5b6278efc8,2,1,,,,32000,41618,3.64,,,21808,26714,248,30531,,
SRD762,5fbe7618d6fa9c00c571bb6c,2,1,,,,49420,54765,-3.54,,,20808,25489,236,29131,,
MVF001,5fc0f9b5d724d907e2077d82,1,1,,,,10000,14520,-3.16,,,3123,3826,35,4373,,
SSVFK,5fc0f9cbd6fa9c00c571bb90,1,1,,,,9999,14320,6.38,,,2160,2646,25,3024,,
MCX FS,5fc0fa362770a0045c59c677,1,1,,,,8888,8944,-12.18,1175,,940,1151,11,1316,,
MCX RS,5fc0fa957283c4046c58147e,1,1,,,,1207,1207,-89.24,525,,420,514,5,588,,
Mk-18 Mjölnir,5fc22d7c187fea44d52eda44,2,1,,,,,0,,32200,,25760,,293,36064,,38640
Mk-18,5fc23426900b1d5091531e15,1,2,,,,12220,15433,2.76,,,5840,,66,8176,,
"Mk-18 18""",5fc235db2770a0045c59c683,3,1,,,,0,0,0,,,6560,8036,75,9184,,
Mk18 block,5fc2360f900b1d5091531e19,1,1,,,,0,0,0,,,3220,3944,37,4508,,
AC-858,5fc23636016cce60e8341b05,1,1,,,,7500,7777,1.3,,,3248,3978,37,4547,,
"Mk-18 24""",5fc23678ab884124df0cd590,4,1,,,,0,0,0,,,25426,31147,289,35597,,
Precision,5fc2369685fd526b824a5713,2,1,,,,31000,28917,-2.38,,,7400,,84,10360,,
FMJ,5fc275cf85fd526b824a571a,1,1,,,,,0,,480,,384,,,537,,
Mk-18,5fc278107283c4046c581489,2,1,,,,0,0,0,,,8860,10853,101,12404,,
AP,5fc382a9d724d907e2077dab,1,1,,,,,0,,1325,,1060,,,1484,,
TAC-X,5fc382b6d6fa9c00c571bbc3,1,1,,,,,0,,550,,440,,,616,,
UCW,5fc382c1016cce60e8341b20,1,1,,,,880,1551,7.29,375,,300,,,420,,
UMP 45,5fc3e272f8b6a877a729eac5,2,2,,,,38888,39836,-2.73,13250,,10600,,120,14840,,
UMP 45,5fc3e466187fea44d52eda90,1,2,,,,24999,26000,10.61,,,920,,10,1288,,
"UMP-45 8""",5fc3e4a27283c4046c5814ab,2,1,,,,28998,28998,-29.04,,,2760,3381,31,3864,,
UMP,5fc3e4ee7283c4046c5814af,2,1,,,,14000,15000,-31.36,,,2600,,30,3640,,
Vector 9x19,5fc3f2d5900b1d5091531e57,2,2,,,,54500,62199,-0.28,13900,,11120,,126,15568,,
PM Omega,5fc4b97bab884124df0cd5e3,1,1,,,,17500,14653,-26.11,,,1596,1955,18,2234,,
DT Omega,5fc4b992187fea44d52edaa9,1,1,,,,9999,19779,11.73,,,1500,1837,17,2100,,
Omega 45K,5fc4b9b17283c4046c5814d7,2,1,,,,23333,31983,0.07,,,15096,18493,172,21135,,
UMP bott,5fc53954f8b6a877a729eaeb,1,1,,,,9998,10823,-38.57,,,629,,7,880,,
UMP side,5fc5396e900b1d5091531e72,1,1,,,,9900,9900,-27.24,,,413,,5,578,,
Knife,5fc64ea372b0dd78d51159dc,2,1,,,,30000,47333,24.92,,,14000,,,,,21000
xTG-12,5fca138c2a7b221b2852a5c6,1,1,,,,52000,51281,-1.25,40300,50778,32240,,,,,48360
SJ9,5fca13ca637ee0341a484f46,1,1,,,,1000000,0,0,44850,56511,35880,,,,,53820
RVG FDE,5fce0cf655375d18a253eff0,1,1,,,,8999,20106,3.03,,,2843,3483,32,3981,,
Vector side,5fce0f9b55375d18a253eff2,1,1,,,,5100,9435,5.75,,,413,,5,578,,
DS150 FDE,5fce16961f152d4312622bc9,2,1,,,,18233,20897,-2.36,,,3160,,36,4424,,
AP,5fd20ff893a8961fc660a954,1,1,,,,,0,,121,,97,,,136,,
Hexgrid,5fd4c474dd870108a754b241,3,3,,,,,0,,,,84000,102900,955,,130200,
IDEA Rig,5fd4c4fa16cac650092f6771,3,2,,,,9999,11707,-22.35,2500,,2000,2450,23,,3100,3000
Security,5fd4c5477a8d854fa0105061,2,3,,,,15777,24526,-27.37,1950,,1560,1911,18,,2418,2340
BSS-MK1,5fd4c60f875c30179f5d04c2,3,3,,,,27300,27274,1.08,20010,,16008,19609,182,,24812,24012
Smoke,5fd8d28367cb5e077335170f,1,1,,,,27499,28212,-7.16,,,17720,21707,201,,27466,
AFAK,60098ad7c2240c0fe85c570a,1,1,,,,30000,34513,7.41,20800,26208,16640,,,,,24960
CAT,60098af40accd37ef2175f27,1,1,,,,6000,10118,-6.43,1600,2016,1280,,15,,1984,1920
EWR,60098b1705871270cd5352a1,1,1,,,,14888,17195,8.29,,4536,2880,,,,,4320
Taiga-1,601948682627df266209af05,1,3,,,,0,0,0,,,111000,,,,,166500
SOST,60194943740c5d77f6705eea,1,1,,,,800,613,-5.1,90,,72,,,100,,
SSA AP,601949593ae8f707c4608daa,1,1,,,,,0,,302,,242,,,338,,
MAI AP,601aa3d2b2bcb34913271e6d,1,1,,,,,0,,249,,199,,,279,,
PL15 9x19,602286df23506e50807090c6,1,1,,,,5500,6347,-47.35,,,550,,6,770,,
PL15 slide,60228924961b8d75ee233c32,2,1,,,,0,0,0,,,1560,1911,18,2184,,
PL15 FS,60228a76d62c9b14ed777a66,1,1,,,,0,0,0,400,,320,392,4,448,,
PL15 FS ext.,60228a850ddce744014caf69,1,1,,,,0,0,0,475,,380,465,4,532,,
PL15 RS ext.,602293f023506e50807090cb,1,1,,,,0,0,0,475,,380,465,4,532,,
PL15 RS,60229948cacb6b0506369e27,1,1,,,,9999,0,0,450,,360,441,4,504,,
PL-15 9x19,602a95edda11d6478d5a06da,1,1,,,,2793,2793,-60.56,,,1025,1255,12,1435,,
PL15 thr.,602a95fe4e02ce1eaa358729,1,1,,,,16999,20503,-27,,,1979,2424,22,2770,,
PL-15,602a97060ddce744014caf6f,2,1,,,,17499,18687,-2.77,,,12400,15190,141,17360,,
PL-15,602a9740da11d6478d5a06dc,2,1,,,,16000,20392,-6.96,3550,,2840,,32,3976,,
STM Tube,602e3f1254072b51b239f713,2,1,,,,15000,24998,-10.34,,,480,,5,672,,
GL-CORE,602e620f9b513876d4338d9a,2,1,,,,10000,16830,2.77,,,1640,,19,2296,,
STM-9,602e63fb6335467b0c5ac94d,2,1,,,,7666,13923,6.12,,,1679,2057,19,2350,,
DLG123,602e71bd53a60014f9705bfa,1,1,,,,7777,8381,-1.72,,,660,808,7,924,,
STM9 mwell,602f85fd9b513876d4338d9c,1,1,,,,1000,1000,-89.95,,,510,,,714,,
"STM-9 10.5""",603372b4da11d6478d5a07ff,2,1,,,,12000,24866,-45.53,,,2800,3430,32,3920,,
"STM-9 12""",603372d154072b51b239f9e1,2,1,,,,8624,11111,-63.98,,,3000,3675,34,4200,,
"STM-9 14""",603372f153a60014f970616d,3,1,,,,30000,35866,29.34,,,4000,4900,45,5600,,
"STM-9 16""",603373004e02ce1eaa358814,3,1,,,,50000,33951,0,,,5000,6125,57,7000,,
MASP,6033749e88382f4fab3fd2c5,1,1,,,,20000,11305,-27.07,,,760,,9,1064,,
STM9 MB,60337f5dce399e10262255d1,1,1,,,,5555,7993,-1.47,,,762,934,9,1067,,
STM9 mwell G,60338ff388382f4fab3fd2c8,1,1,,,,17000,11499,99.98,,,630,,,882,,
STM-9,60339954d62c9b14ed777c06,1,1,,,,37997,40108,-4.03,6250,,5000,,57,7000,,
M32,6033fa48ffd42c541047f728,2,2,,,,19999,27216,1.33,,,10000,12250,114,,15500,
Condor,603409c80ca681766b6a0fb2,2,1,,,,24242,27114,-10.25,,,4800,5880,55,,7440,
Umka,6034cf5fffd42c541047f72e,3,4,,,,15000,20527,-1.52,12850,,10280,12593,117,,15934,15420
CSA,6034d0230ca681766b6a0fb5,2,3,,,,12000,15340,-10.72,9450,,7560,9261,86,,11718,11340
Takedown,6034d103ca006d2dca39b3f0,3,7,,,,38000,43709,-0.33,,,13800,16905,,,21390,20700
G2 Gunslinger II,6034d2d697633951dc245ea6,5,7,,,,,0,,,,24840,30429,,,38502,37260
"STM 9""",6034e3cb0ddce744014cb870,2,1,,,,9000,18989,-2.62,,,4200,5145,48,5880,,
"STM 15""",6034e3d953a60014f970617b,3,1,,,,24444,26794,-5.84,,,6000,7350,68,8400,,
"STM 12""",6034e3e20ddce744014cb878,2,1,,,,12222,17610,-11.06,,,5000,6125,57,7000,,
Cap,603618feffd42c541047f771,1,1,,,,15400,14014,18.1,,,1741,2132,20,,2698,
Cap,603619720ca681766b6a0fc4,1,1,,,,5990,8067,-57.35,,,541,662,6,,838,
Cap,60361a7497633951dc245eb4,1,1,,,,7000,7096,18.35,,,541,662,6,,838,
Cap,60361b0b5a45383c122086a1,1,1,,,,9999,5000,108.5,,,541,662,6,,838,
Cap,60361b5a9a15b10d96792291,1,1,,,,7000,9769,144.23,,,941,1152,11,,1458,
GP-7,60363c0c92ec1c31037959f5,2,2,,,,19450,26513,-10.86,,,3354,4109,38,,5199,
Azimut,603648ff5a45383c122086ac,4,3,,,,19420,27827,-0.96,17734,,14187,17379,161,,21990,21281
Slick,6038b4b292ec1c3103795a0b,3,3,,,,,0,,,,149800,183505,1702,,232190,
Slick,6038b4ca92ec1c3103795a0d,3,3,,,,,0,,,,149800,183505,1702,,232190,
Takedown,6038d614d10cbf667352dd44,3,7,,,,36900,38062,-6.06,,,15000,18375,,,23250,22500
Thermite,60391a8b3364dc22b04d0ce5,1,1,,,,50000,61925,5.98,,32760,20800,,,,,
Ratchet,60391afc25aff57af81f7085,1,2,,,,78899,78948,0.16,62000,78120,49600,,,,,
TP-200,60391b0fb847c71012789415,1,1,,,,22221,22621,-0.31,,22050,14000,,,,,
Azimut,6040dd4ddcf9592f401632d2,4,3,,,,25000,26623,0.37,17734,,14187,17379,161,,21990,21281
Cap,6040de02647ad86262233012,1,1,,,,12499,12499,148.18,,,1341,1642,15,,2078,
Mk47,606587252535c57a13424cfd,1,1,,,,,0,,12598,,10078,,115,14110,,
Mk47 254mm,60658776f2cb2e02a42ace2b,2,1,,,,15000,17125,-29.01,,,10520,12887,120,14728,,
Mk47 409mm,6065878ac9cf8012264142fd,3,1,,,,77777,117367,-36.2,,,11826,14487,134,16557,,
Mk47 Resolute,606587a88900dc2d9a55b659,2,1,,,,10000,11728,-14.13,,,1904,2332,22,2665,,
Mk47 Ambi,606587bd6d0bd7580617bacc,1,1,,,,6666,12893,10.6,,,880,,10,1232,,
RipStock,606587d11246154cad35d635,2,1,,,,7500,8667,-25.62,,,1400,,16,1960,,
CMMG,606587e18900dc2d9a55b65f,2,1,,,,10000,12163,16.08,,,1520,,17,2128,,
MK3 RML9,6065880c132d4d12c81fd8da,2,1,,,,11110,11589,-23.49,,,4200,5145,48,5880,,
MK3 RML15,6065881d1246154cad35d637,3,1,,,,10000,17599,-21.52,,,6000,7350,68,8400,,
SV Brake,6065c6e7132d4d12c81fd8e1,1,1,,,,6790,7267,-10.43,,,2886,3536,33,4041,,
CMMG,6065dc8a132d4d12c81fd8e3,1,1,,,,9999,15752,1.61,,,3300,4042,37,4620,,
MP-155,606dae0ab0e443224b421bb7,3,1,,,,64420,89234,-7.31,9450,,7560,,86,10584,,11340
Ultima,606ee5c81246154cad35d65e,2,1,,,,30000,14046,-37.83,,,1755,2150,20,2457,,
Ultima,606eef46232e5a31c233d500,2,1,,,,25555,0,0,,,1043,1277,12,1460,,
Ultima,606eef756d0bd7580617baf8,2,1,,,,8888,12426,11.35,,,1314,,15,1840,,
Ultima thin,606ef0812535c57a13424d20,1,1,,,,12000,15294,74.78,,,892,,10,1249,,
Ultima med.,606f262c6d0bd7580617bafa,1,1,,,,11000,15087,9.04,,,1292,,15,1809,,
Ultima large,606f263a8900dc2d9a55b68d,1,1,,,,18500,24224,33.49,,,2492,,28,3489,,
Ultima mount,606f26752535c57a13424d22,1,1,,,,5554,9560,3.72,,,710,,,994,,
Ultima thrm.,606f2696f2cb2e02a42aceb1,1,1,,,,28000,33211,-2.63,,,19654,,223,27516,,
MP155 510mm,6076c1b9f2cb2e02a42acedc,3,1,,,,15000,32944,102.87,,,2802,3432,32,3923,,
MP155x6,6076c87f232e5a31c233d50e,2,1,,,,5000,8111,-39.09,,,488,,6,683,,
Ultima rbr.,60785c0d232e5a31c233d51c,1,1,,,,8000,11657,80.81,,,590,,,826,,
Ultima top,60785ce5132d4d12c81fd918,3,1,,,,50000,60602,-14.3,,,2360,,27,3304,,
155 walnut,607d5a891246154cad35d6aa,2,1,,,,13000,13000,1200,,,519,,6,727,,
MP155 walnut,607d5aa50494a626335e12ed,2,1,,,,1800,1800,0,,,731,896,8,1024,,
Ultima shrt.,607ea812232e5a31c233d53c,1,1,,,,15555,0,0,,,400,,5,560,,
TR2021,607f201b3c672b3b3a24a800,1,1,,,,22200,24486,-8.3,,,12181,14922,138,,18881,
PACA TR,607f20859ee58b18e41ecd90,3,3,,,,36999,37246,-9.88,,,21135,25891,240,,32760,
ProComp 762,607ffb988900dc2d9a55b6e4,1,1,,,,11000,13141,13.36,,,5200,6370,59,7280,,
CG,6086b5392535c57a13424d70,1,1,,,,10000,10482,-21.55,,,400,,5,560,,
Type-340,6086b5731246154cad35d6c7,2,1,,,,15000,19005,-10.6,,,6320,7742,72,8848,,
Wing&Skull,6087e0336d0bd7580617bb7a,2,1,,,,28000,31632,6.19,,,20000,24500,227,28000,,
OPFOR AA47,6087e2a5232e5a31c233d552,2,1,,,,33500,44131,3.6,,,7840,,89,10976,,
AGS-74,6087e663132d4d12c81fd96b,1,1,,,,45000,68836,4.24,,,5720,7007,65,8008,,
ASR 556,609269c3b0e443224b421cc1,1,1,,,,19000,21153,-10.14,,,3200,3920,36,4480,,
Saker ASR 556,60926df0132d4d12c81fd9df,2,1,,,,68999,69960,0.3,,,24930,30539,283,34902,,
Arbalet VPO,609a4b4fe2ff132951242d04,1,1,,,,5000,10157,-15.75,,,1160,,13,1625,,
Krechet,609a63b6e2ff132951242d09,1,1,,,,15888,16434,-12.52,6612,,5290,6480,60,7406,,
TargetRing,609b9e31506cf869cf3eaf41,1,1,,,,10555,10664,-14.29,4383,,3506,4295,40,4909,,
T12W,609bab8b455afd752b2e6138,1,1,,,,77777,81168,16.54,,,30317,,345,42444,,
THOR CRV,609e8540d5c319764c2bc2e9,3,3,,,,59999,75895,-6.7,,,20400,24990,232,,31620,
AVS MBAV,609e860ebd219504d8507525,3,3,,,,,0,,107500,,86000,105350,977,,133300,129000
ROMEO8T,60a23797a37c940de7062d02,1,1,,,,18000,21884,-8.61,14450,,11560,14161,131,16184,,
Drawbridge,60a272cc93ef783291411d8e,5,5,,,,28000,35079,-3.37,,,14400,17640,,,22320,21600
Pillbox,60a2828e8689911a226117f9,4,4,,,,20000,20602,-9.74,,,8800,10780,,,13640,13200
THOR IC,60a283193cb70855c43a381d,4,4,,,,,0,,,,137800,168805,1566,,213590,
Osprey MK4A (P),60a3c68c37ea821725773ef5,4,3,,,,,0,,77500,,62000,75950,705,,96100,93000
Osprey MK4A (A),60a3c70cde5f453f634816a3,4,3,,,,,0,,62000,,49600,60760,564,,76880,74400
CR MK2 (A),60a621c49c197e4e8c4455e6,3,4,,,,26000,28608,3.32,18750,,15000,18375,170,,23250,22500
CR MK2 (R),60a6220e953894617404b00a,3,4,,,,26666,30252,-2.25,18000,,14400,17640,164,,22320,21600
Cap,60a7acf20c5cb24b01346648,1,1,,,,13111,14306,-7.61,,,3341,4092,38,,5178,
"""UBEY""",60a7ad2a2198820d95707a2e,2,2,,,,,0,,,,54000,66150,614,,83700,
"""Gorilla""",60a7ad3a0c5cb24b0134664a,2,2,,,,,0,,,,54000,66150,614,,83700,
Poison,60b0f561c4449e4cb624c1d7,1,2,,,,32096,32416,-0.34,25446,32061,20356,24937,,,,
WZ,60b0f6c058e0b0481a09ad11,1,1,,,,100000,63993,-0.7,,25541,16216,,,,25136,
Loot Lord,60b0f7057897d47c5b04ab94,2,2,,,,69888,74320,-1.75,41514,52308,33211,40684,,,,
RatCola,60b0f93284c20f0feb453da7,1,1,,,,15111,16807,-5.12,,15107,9592,,,,,14388
Evasion,60b0f988c4449e4cb624c1da,1,1,,,,27888,32673,-6.82,,,,,,,27900,
Chimera,60b52e5bc7d8103275739d67,2,2,,,,4500,7585,15.11,,,1268,1553,14,,1965,
MP-155 Ultima,60b7c2bd95047637182d90a4,5,2,,,,,0,0,9450,,7560,,86,10584,,11340
Bomber,60bf74184a63fc79b60c57f6,1,1,,,,18000,21728,-10.1,,,11880,14553,135,,18414,
MTs-255-12,60db29ce99594040e04c4a27,2,1,,,,25500,0,0,,,,,,,,
255 cyl.,60dc519adf4c47305f6d410d,1,1,,,,4000,9726,-31.51,,,600,,7,840,,
F1 St1,6113c3586c780c1e710c90bc,1,1,,,,10000,15547,0.42,,,2680,3283,30,3752,,
F1 St2 PC,6113cc78d3a39d50044c065a,1,1,,,,35900,39175,-2.17,,,6200,7595,70,8680,,
F1 St2,6113cce3d92c473c770200c7,1,1,,,,30000,30310,-19.12,,,5200,6370,59,7280,,
PK-AA,6113d6c3290d254f5e6b27db,1,1,,,,5300,9123,-12.49,2550,,2040,2499,23,2856,,
MP-43 750mm,611a30addbdd8440277441dc,5,1,,,,16888,16888,0,,,1640,2009,19,2296,,
43-1C butt,611a31ce5b7ffe001b4649d1,1,1,,,,2222,12300,720,,,480,,5,672,,
MTs-255 beech,6123649463849f3d843da7c4,2,1,,,,2000,2000,-20.28,,,611,749,7,856,,
MTs-255 755mm rib,612368f58b401f4f51239b33,5,1,,,,5000,12036,19.48,,,2512,3077,29,3516,,
MTs-255 wood,612781056f3d944a17348d60,2,1,,,,6000,12983,12.62,,,738,,8,1034,,
PSR 556,612e0cfc8004cc50514c2d9e,1,1,,,,9500,13274,-12.11,,,3680,4508,42,5152,,
PSR 762,612e0d3767085e45ef14057f,1,1,,,,11998,9331,-17.29,,,4200,5145,48,5880,,
PSR 338,612e0d81290d254f5e6b291a,1,1,,,,11111,19095,12.87,,,7800,9555,89,10920,,
PSR prot,612e0e04568c120fdd294258,1,1,,,,0,0,0,,,400,490,5,560,,
ZK-38,612e0e3c290d254f5e6b291d,1,1,,,,8888,10611,-22.32,,,3680,4508,42,5152,,
ZK-23,612e0e55a112697a4b3a66e7,1,1,,,,10000,11129,-0.29,,,4200,5145,48,5880,,
"UMP-45 8"" thr.",6130c3dffaa1272e43151c7d,2,1,,,,18000,21950,6.59,,,3040,3724,35,4256,,
QDC 762,6130c43c67085e45ef1405a1,1,1,,,,22222,24730,-15.41,,,5000,6125,57,7000,,
UMP OEM,6130c4d51cb55961fa0fd49f,2,1,,,,41111,47392,-1.74,,,16696,20453,190,23375,,
CSS AK,6130ca3fd92c473c77020dbd,1,1,,,,44000,46616,-12.4,,,2000,,23,2800,,
NAR,615d8d878004cc50514c3233,1,1,,,,14555,11745,-17.17,,,1040,,12,1456,,
G TD,615d8da4d3a39d50044c10e8,1,1,,,,20000,12479,49.75,,,1040,,12,1456,,
G MOS,615d8dbd290d254f5e6b2ed6,2,1,,,,6420,12083,-5.85,,,1880,2303,21,2632,,
QD MP5,615d8df08004cc50514c3236,1,1,,,,18000,17687,10.22,,,2200,2695,25,3080,,
BLITZ 556,615d8e2f1cb55961fa0fd9a4,1,1,,,,10400,15577,5.91,,,3720,4557,42,5208,,
AKM 308,615d8e9867085e45ef1409c6,1,1,,,,17550,24990,-14.25,,,1080,1323,12,1512,,
War 762,615d8eb350224f204c1da1cf,1,1,,,,10899,13097,-12.72,,,3200,3920,36,4480,,
Reactor,615d8f5dd92c473c770212ef,1,1,,,,21500,28741,20.52,,,3840,4704,44,5376,,
Waffle,615d8f8567085e45ef1409ca,2,1,,,,78999,81016,0,,,38000,46550,432,53200,,
TD Hex,615d8faecabb9b7ad90f4d5d,1,1,,,,7000,12123,-15.1,,,2600,3185,30,3640,,
MT VFG,615d8fd3290d254f5e6b2edc,1,1,,,,9700,12898,8.94,,,2760,3381,31,3864,,
RAPTAR,61605d88ffa6e502ac5e7eeb,1,1,,,,20000,28703,-8.93,,,8800,10780,100,12320,,
R1500,61605e13ffa6e502ac5e7eef,1,1,,,,9000,22075,-25.27,4500,,,,,,,
ACRO P-1,616442e4faa1272e43152193,1,1,,,,9999,15945,0.77,9550,,7640,9359,87,10696,,
H-2,616554fe50224f204c1da2aa,1,1,,,,11444,13116,-11.56,,,1020,,12,1428,,
H-2,61657230d92c473c770213d7,1,1,,,,14000,18300,3.62,11050,,8840,10829,100,12376,,
QRP2,616584766ef05c2ce828ef57,1,1,,,,8000,12011,-21.72,,,1120,,13,1568,,
PRO,61659f79d92c473c770213ee,1,1,,,,13999,14870,-3.27,12500,,10000,12250,114,14000,,
Mk 17,6165ac306ef05c2ce828ef74,1,1,,,,,0,,12900,,10320,,117,14448,,
UTG,6165ac8c290d254f5e6b2f6c,1,1,,,,9999,14551,-5.97,6100,,4880,5978,55,6832,,
Mk17,6165adcdd3a39d50044c120f,3,1,,,,10000,18285,11.33,,,4200,5145,48,5880,,
Mk17,6165aeedfaa1272e431521e3,3,1,,,,11111,13552,9.37,,,4720,5782,54,6608,,
KCI SKS,61695095d92c473c7702147a,2,2,,,,30000,30129,-11.87,,,9800,,111,13720,,
"417 16.5""",61702be9faa1272e431522c3,4,1,,,,20000,18660,-8.9,,,11600,14210,132,16240,,
417 E1,61702d8a67085e45ef140b24,1,1,,,,5000,12411,130.31,,,880,,10,1232,,
417,61702f1b67085e45ef140b26,1,1,,,,7000,9181,-39.49,,,2400,2940,27,3360,,
417 Ext. FF,61703001d92c473c77021497,3,1,,,,11999,16535,27.5,,,4480,5488,51,6272,,
417 Patrol,61712eae6c780c1e710c9a1d,2,1,,,,5500,11255,29.2,,,3440,4214,39,4816,,
417 7.62,617130016c780c1e710c9a24,1,1,,,,5000,12673,12.64,,,840,,10,1176,,
417 7.62,617131a4568c120fdd29482d,1,2,,,,21111,23003,-17.31,,,1380,,16,1932,,
Prolong,61713308d92c473c770214a0,1,1,,,,4200,8449,-13.6,,,1500,1837,17,2100,,
G28 QD,6171367e1cb55961fa0fdb36,2,1,,,,31900,34287,-13.48,,,23600,28910,268,33040,,
G28,61713a8fd92c473c770214a4,2,1,,,,11850,11661,-5.24,,,3200,3920,36,4480,,
RN 34mm ET,61713cc4d8e3106d9806c109,2,1,,,,25000,19553,-27.92,,,3240,,37,4536,,
RN 30mm ET,6171407e50224f204c1da3c5,2,1,,,,19995,26034,-4.48,,,2960,,34,4144,,
T-1 Sun,61714b2467085e45ef140b2c,1,1,,,,13333,14666,22.26,,,920,,10,1288,,
PM II 3-12x50,61714eec290d254f5e6b2ffc,2,1,,,,37999,38709,-3.67,,,26000,31850,295,36400,,
PM II 1-8x24,617151c1d92c473c770214ab,2,1,,,,31999,35832,0.3,,,20200,24745,230,28280,,
G28/417,617153016c780c1e710c9a2f,2,1,,,,4000,7760,-17.04,,,520,,6,728,,
HK E2,617154aa1cb55961fa0fdb3b,2,1,,,,5800,7907,-23.08,,,3680,,42,5152,,
